category,question,answer,source
결제대금 안내,이번 달 결제일은 언제인가요?,오늘,AIHub(하나카드)/24842
결제대금 안내,이번 달 결제한 건에 대해 청구 할인을 받게 되면 당월 카드 대금이 줄어들어?,"아니, 청구 할인으로 환급된 금액은 다음 달 카드 대금에서 차감돼.",AIHub(하나카드)/26854
결제대금 안내,이번 달 고객의 결제 금액은 얼마인가요?,"128,000원",AIHub(하나카드)/27186
결제대금 안내,이번 달 납부할 할부 금액은 얼마인가요?,할부 금액,AIHub(하나카드)/23125
결제대금 안내,이번 달 예상 결제 금액은 얼마인가요?,"7,000,000원",AIHub(하나카드)/23939
결제대금 안내,이번 달 정확한 결제 요금은 얼마입니까?,"이번 달 결제 금액은 280,000원입니다.",AIHub(하나카드)/22550
결제대금 안내,이번 달 청구되는 금액 중 할부로 나가는 거 말고 일시불 건도 있어?,"아니, 없다고 해.",AIHub(하나카드)/24572
결제대금 안내,이번 달 청구되는 연회비는 얼마인가?,"4,000원",AIHub(하나카드)/23406
결제대금 안내,이번 달 청구된 카드 일시불 금액은 얼마인가?,상세 금액 확인 필요,AIHub(하나카드)/26847
결제대금 안내,이번 달 카드 대금과 단기 카드 대출 현금 서비스를 합한 총 결제 금액은 얼마인가?,총 결제 금액은 청구된 금액,AIHub(하나카드)/21129
결제대금 안내,이번 달에 언제 결제가 될 예정이야?,12월 26일,AIHub(하나카드)/23704
결제대금 안내,이번 달에 청구된 결제 대금에 리볼빙 서비스를 적용하려면 언제까지 신청해야 해?,결제일 하루 전,AIHub(하나카드)/200501
결제대금 안내,이번 달은 청구되는 카드 결제 대금이 없나요?,"아니요, 당월 12일까지 이용한 금액이 청구됩니다.",AIHub(하나카드)/24734
결제대금 안내,이용 대금 명세서에 적혀 있는 미결제 잔액에는 할부 금액도 포함되지?,응.,AIHub(하나카드)/25042
결제대금 안내,이월 금액을 결제하려는 고객은 통장에 돈을 넣은 뒤 카드사에 연락해서 출금을 요청해야 하니?,응.,AIHub(하나카드)/21638
결제대금 안내,이월된 금액에 대해 발생하는 이자는 얼마인가?,이자가 발생됨,AIHub(하나카드)/24019
결제대금 안내,일반적인 카드사 결제 은행은 언제 카드 대금 결제를 출금해 가?,고객의 카드사 결제 은행을 제외한 다른 은행은 오후 시간 이후 출금이 된다.,AIHub(하나카드)/22210
결제대금 안내,"일정 기간 동안 실적 충족 여부를 확인하고, 그에 따라 혜택을 적용하는 기간은 무엇인가요?",실적 유예 기간,AIHub(하나카드)/22051
결제대금 안내,장기 카드 대출 금액은 총 이용 금액에 포함되나요?,"예, 총 이용 금액에 장기 카드 대출 금액이 포함됩니다.",AIHub(하나카드)/22410
결제대금 안내,장기 카드 대출 이자는 현재 얼마야?,16.09%,AIHub(하나카드)/23522
결제대금 안내,장기 카드 대출은 몇 개월 할부로 진행되고 있나요?,"예, 해당 개월 할부로 진행되고 있습니다.",AIHub(하나카드)/200346
결제대금 안내,장기 카드 대출은 언제든 이용할 수 있는 서비스가 아니야?,응.,AIHub(하나카드)/23274
결제대금 안내,장기 카드론을 추가로 신청할 수 없는 이유는 무엇인가?,기존 대출 이용 때문,AIHub(하나카드)/200026
결제대금 안내,전세 대출 관련 문의는 어디로 연락하라고 했지?,은행 고객센터,AIHub(하나카드)/21380
결제대금 안내,전세 대출 관련 문의는 어디서 처리해?,은행,AIHub(하나카드)/200197
결제대금 안내,지난달과 이번 달의 수수료 금액은 왜 차이가 나는 거지?,수수료는 날짜별로 계산하기 때문이야.,AIHub(하나카드)/24310
결제대금 안내,지방세 결제 금액은 카드 이용 실적에 포함돼?,아니.,AIHub(하나카드)/200468
결제대금 안내,첫 번째 장기 대출은 이제 몇 번만 갚으면 돼?,"5월과 6월, 2회만 납부하면 종료돼.",AIHub(하나카드)/25310
결제대금 안내,청구 비율을 변경하는 건 상담 전화로만 가능해?,아니. 홈페이지에서도 고객이 직접 변경 가능해.,AIHub(하나카드)/25155
결제대금 안내,청구 할인 서비스는 결제 시점과 환급 시점 중 언제 할인이 적용되나요?,결제 다음 달에 환급,AIHub(하나카드)/26854
결제대금 안내,청구된 연회비를 원래 결제 은행이 아닌 고객의 다른 은행 계좌로 결제해도 돼?,응.,AIHub(하나카드)/22631
결제대금 안내,청구서는 고객의 자택으로 우편 발송되었나?,"예, 청구서가 자택으로 우편 발송되었습니다.",AIHub(하나카드)/22310
결제대금 안내,청구서상에는 금액이 표기되어 있지만 사실상 청구가 안 된 것은 무엇 때문입니까?,청구서가 만들어진 이후에 결제 취소가 이루어졌기 때문입니다.,AIHub(하나카드)/22380
결제대금 안내,청구서에는 왜 포인트 차감액이 표기되지 않는 거야?,베네피아 복지 포인트는 청구서 작성 이후 사용이 되기 때문에 청구서는 차감되기 전의 금액으로 표기돼.,AIHub(하나카드)/27150
결제대금 안내,체크 카드 재발급할 때에도 발급 수수료가 발생해?,응.,AIHub(하나카드)/22937
결제대금 안내,체크카드 발급 시 수수료가 부과되는 이유는 무엇인가?,카드 발급 및 재발급 비용,AIHub(하나카드)/22014
결제대금 안내,체크카드 잔고 부족 시 대신 결제된 카드는 무엇인가?,신용카드,AIHub(하나카드)/21094
결제대금 안내,체크카드로 결제할 때는 원화가 충전되어 있어야 해?,응.,AIHub(하나카드)/21094
결제대금 안내,최소 금액 결제로 변경된 달은 언제인가?,이번 달,AIHub(하나카드)/23930
결제대금 안내,"충전식 카드로 후불 교통 버스 이용 시, 이용 금액은 충전 금액에서 빠져나가?","아니, 후불 교통 카드 이용 금액은 카드에 연결된 결제 계좌에서 출금돼.",AIHub(하나카드)/200381
결제대금 안내,취소 건 이후에 이루어진 결제는 고객이 한 게 맞나요?,"네, 고객이 결제한 건이 맞습니다.",AIHub(하나카드)/20629
결제대금 안내,취소된 결제는 어디서 결제한 것이었어?,신세계 닷컴,AIHub(하나카드)/26703
결제대금 안내,카드 결제 내역을 고객은 어떻게 받고 있습니까?,문자 서비스를 받고 있습니다.,AIHub(하나카드)/23034
결제대금 안내,카드 결제일을 변경하고 나면 며칠 후에 다시 변경할 수 있어?,60일,AIHub(하나카드)/22697
결제대금 안내,카드 대금 결제 시 은행에서 출금이 되지 않았을 경우 어떻게 해결할 수 있나요?,당일 은행 영업시간 중에 입금하면 됩니다.,AIHub(하나카드)/22210
결제대금 안내,카드 대금 미납분에 대해 즉시 인출도 가능해?,응.,AIHub(하나카드)/200162
결제대금 안내,카드 대금을 결제일 4시 이후에 게좌에 입금했을 때 생길 수 있는 문제는 뭐죠?,당일 출금이 안 될 수도 있어요.,AIHub(하나카드)/26019
결제대금 안내,카드 대금이 마지막으로 출금된 날짜는 언제인가요?,지난달 말일,AIHub(하나카드)/23911
결제대금 안내,카드 명세서는 결제 후 즉시 변경될 수 있나요?,"아니요, 명세서는 이미 작성되어 변동할 수 없습니다.",AIHub(하나카드)/24247
결제대금 안내,카드 명세서에 결제 취소한 부분이 반영되어 있나요?,네.,AIHub(하나카드)/24310
결제대금 안내,카드 명의자를 대신해 누가 상담사에게 질문하고 있습니까?,가족이,AIHub(하나카드)/24446
결제대금 안내,카드 발급 수수료 이천 원이 출금된 날짜는 며칠인가요?,5월 30일,AIHub(하나카드)/27026
결제대금 안내,카드 발급 수수료를 환급받을 수 있는 기간은 언제까지인가?,다음 달 말일까지,AIHub(하나카드)/200341
결제대금 안내,카드 발급 후 첫 달의 실적 유예 기간은 언제까지인가?,발급 다음 달까지,AIHub(하나카드)/21712
결제대금 안내,카드 앱을 깔면 잔여포인트를 바로 알 수 있는 거니?,응.,AIHub(하나카드)/26093
결제대금 안내,카드 앱이나 홈페이지에서 출금할 수 있는 시간은 언제까지야?,밤 11시 30분까지,AIHub(하나카드)/25156
결제대금 안내,카드 첫 발급 후 실적 충족 유예 기간은 언제까지인가?,첫 한 달 동안,AIHub(하나카드)/200468
결제대금 안내,카드 청구서에서 고객이 궁금해했던 내용은 무엇인가?,이월 약정 금액,AIHub(하나카드)/200273
결제대금 안내,카드 한도 복원 시 제외되는 항목은 무엇인가요?,"카드 한도 복원 시 제외되는 항목은 대출 원금, 이자, 연회비, 그리고 수수료입니다.",AIHub(하나카드)/24473
결제대금 안내,카드 해지 시 미매입 상태였던 전표는 선결제 처리할 수 있나요?,아니요.,AIHub(하나카드)/22752
결제대금 안내,카드가 체크 카드인 경우에도 교통 요금 청구 메시지가 발송됩니까?,예.,AIHub(하나카드)/20939
결제대금 안내,"카드론 상환 후, 남아 있는 결제 예정 금액은 무엇인가요?",일시불 금액,AIHub(하나카드)/23030
결제대금 안내,카드사가 진행한 청구 할인 혜택은 항목별로 한정된 기간 동안 제공됐어?,응.,AIHub(하나카드)/26854
결제대금 안내,카드사는 다른 은행에서 고객의 잔고를 확인 후 결제 대금 미납 금액을 언제부터 출금하고자 해?,오후 2시,AIHub(하나카드)/23258
결제대금 안내,카드사는 토요일에 왜 결제를 안 해?,토요일은 휴무이기 때문에,AIHub(하나카드)/24700
결제대금 안내,카드사에서 고객의 청구서 작업이 완료되는 시기는 언제야?,10월 14일이다.,AIHub(하나카드)/25940
결제대금 안내,카드사에서 고객이 인터넷 모바일로 구매한 물품이 뭔지 정확히 알 수 있어?,아니. 정확한 물품의 종류까지는 확인할 수 없어.,AIHub(하나카드)/24564
결제대금 안내,카드사에서는 고객에게 청구서를 무엇으로 발송하고 있었어?,이메일,AIHub(하나카드)/23408
결제대금 안내,케이에스넷에서 사용한 금액은 몇 번에 나눠서 청구되지?,3회,AIHub(하나카드)/26020
결제대금 안내,쿠팡 할부는 현재 납부 회차가 몇 회차 남아 있니?,5회차가 남아 있어.,AIHub(하나카드)/26093
결제대금 안내,통신 요금 자동이체 처리 결과 알림은 문자로 발송되고 있어?,"아니, 카카오톡 알림으로 발송되고 있어.",AIHub(하나카드)/22114
결제대금 안내,통신 요금을 할인해주는 주체는 어디야?,카드사에서 실적을 확인하고 통신 요금을 할인해 주는 거야.,AIHub(하나카드)/24574
결제대금 안내,포인트 유효기간이 지나기 전에 카드사에서 안내가 나오지?,응.,AIHub(하나카드)/24423
결제대금 안내,포인트 혜택을 받으려면 어떻게 해야 해?,연속 3개월 건별 3만 원 이상 결제하면 포인트가 적립돼.,AIHub(하나카드)/22565
결제대금 안내,한도 복원은 일시불 및 할부로 사용한 원금만 해당하나요?,네.,AIHub(하나카드)/24473
결제대금 안내,할부 이자 청구 금액이 이전과 다른 이유는 무엇인가?,날짜 계산에 따른 수수료 청구 기간이 달라져서,AIHub(하나카드)/20956
결제대금 안내,해당 문자는 휴대폰 단말기 할부금과 무엇에 대한 금액이 청구된다는 안내 문자였지?,연회비,AIHub(하나카드)/21712
결제대금 안내,해당 보험이 승인은 됐는데 미매입 상태라 이번 달에는 청구되지 않은 거야?,응.,AIHub(하나카드)/21727
결제대금 안내,해당 카드사에 고객이 보유 중인 신용카드는 실제로 누가 가지고 있어?,고객의 아들,AIHub(하나카드)/22435
결제대금 안내,해외 결제 시 원화 결제를 차단하지 않으면 추가로 발생할 수 있는 비용은 무엇인가?,3~8% 수수료,AIHub(하나카드)/22913
결제대금 안내,해외 결제 시 카드사에 반영되는 시간이 2-3일 정도 소요되는 이유는 무엇인가?,카드 브랜드 회사를 거쳐 넘어오기 때문,AIHub(하나카드)/23434
결제대금 안내,해외 사이트에서 원화로 결제할 경우 추가로 부담하게 되는 수수료는 보통 얼마야?,3%에서 8%가 더 부과될 수 있어.,AIHub(하나카드)/22913
결제대금 안내,해외에서 결제를 하면 카드사로 실시간 반영이 즉시 되는 거야?,아니.,AIHub(하나카드)/23434
결제대금 안내,해외에서 결제를 한 내역이 카드사에 반영이 되려면 얼마가 걸려?,"최소 2, 3일",AIHub(하나카드)/23434
